id,model_file_path,batch_size,epochs,monitor,activation,early_stopping,architecture,dropout,learning_rate,loss,accuracy
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-09__04_1552/final.h5,128,20,val_loss,relu,False,alexnet,,0.001,0.3644075641726575,0.922923
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-09__02_2409/final.h5,128,20,val_loss,relu,False,inceptionv3,,0.05,0.5702454109744328,0.8568026
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-09__01_1232/final.h5,128,20,val_loss,relu,False,inceptionv3,,0.001,0.23801305499382136,0.93426067
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__23_4632/final.h5,64,20,val_loss,relu,False,inceptionv3,,0.001,0.0893376665288639,0.9734849
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__21_5614/final.h5,100,20,val_loss,relu,False,inceptionv3,,0.001,0.12659364095223802,0.96257144
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__20_2543/final.h5,100,20,val_loss,relu,False,inceptionv3,,0.001,0.23895003696282704,0.93333334
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__19_3845/final.h5,100,20,val_loss,relu,False,alexnet,,0.001,0.4613186504159655,0.90390474
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__08_2457/final.h5,64,20,val_loss,relu,False,inceptionv3,,0.05,0.5476748271421953,0.8443182
7feacba0-2be0-4761-ba49-854067714f3b,models/7feacba0-2be0-4761-ba49-854067714f3b/2020-02-08__02_1926/final.h5,128,20,val_loss,relu,False,inceptionv3,,0.05,2.917292362306176,0.6004192
